molecular_weight,logP,h_bond_donors,h_bond_acceptors,rotatable_bonds,tpsa,num_aromatic_rings,num_stereocenters,sp3_fraction,complexity,qed,bbb_penetration,has_phenol,num_terpene_synergies,avg_synergy_evidence_tier,target_encoded,efficacy,confidence,is_synthetic,compound,target
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,93,0.5,1.0,False,THC,ALZHEIMERS
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,20,0.5,1.0,False,THC,AMYOTROPHIC_LATERAL_SCLEROSIS
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,82,0.5,1.0,False,THC,ANXIETY
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,78,0.5,1.0,False,THC,APPETITE_CACHEXIA
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,51,0.5,1.0,False,THC,ARTHRITIS
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,86,0.5,1.0,False,THC,AUTISM_SPECTRUM_DISORDER
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,67,0.5,1.0,False,THC,CANCER_PALLIATIVE
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,12,0.7216216216216215,1.0,False,THC,CHRONIC_PAIN
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,52,0.5,1.0,False,THC,COVID_19
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,30,0.5,1.0,False,THC,DEPRESSION
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,91,0.5,1.0,False,THC,DERMATOLOGY
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,39,0.5,1.0,False,THC,GLAUCOMA
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,18,0.5,1.0,False,THC,IBD_CROHNS
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,14,0.5,1.0,False,THC,INSOMNIA
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,33,0.5,1.0,False,THC,MULTIPLE_SCLEROSIS
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,91,0.5,1.0,False,THC,NAUSEA_CHEMOTHERAPY
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,84,0.5,1.0,False,THC,PARKINSONS
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,4,0.5,1.0,False,THC,POST_ACUTE_SEQUELAE_OF_SARS_COV_2
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,1,0.5,1.0,False,THC,PTSD
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,26,0.5,1.0,False,THC,TOURETTE_SYNDROME
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,46,0.5,1.0,False,THC,WOMENS_HEALTHCARE
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,51,0.5,1.0,False,THC,appetite_stimulation
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,57,0.7216216216216215,1.0,False,THC,chronic_pain
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,3,0.5,1.0,False,THC,nausea
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,93,0.5,1.0,False,CBD,ALZHEIMERS
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,20,0.5,1.0,False,CBD,AMYOTROPHIC_LATERAL_SCLEROSIS
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,82,0.5,1.0,False,CBD,ANXIETY
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,78,0.5,1.0,False,CBD,APPETITE_CACHEXIA
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,51,0.5,1.0,False,CBD,ARTHRITIS
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,86,0.5,1.0,False,CBD,AUTISM_SPECTRUM_DISORDER
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,67,0.5,1.0,False,CBD,CANCER_PALLIATIVE
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,12,0.6926470588235293,1.0,False,CBD,CHRONIC_PAIN
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,52,0.5,1.0,False,CBD,COVID_19
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,30,0.5,1.0,False,CBD,DEPRESSION
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,91,0.5,1.0,False,CBD,DERMATOLOGY
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,57,0.5,1.0,False,CBD,EPILEPSY
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,39,0.5,1.0,False,CBD,GLAUCOMA
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,18,0.5,1.0,False,CBD,IBD_CROHNS
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,14,0.5,1.0,False,CBD,INSOMNIA
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,33,0.5,1.0,False,CBD,MULTIPLE_SCLEROSIS
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,91,0.5,1.0,False,CBD,NAUSEA_CHEMOTHERAPY
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,84,0.5,1.0,False,CBD,PARKINSONS
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,4,0.5,1.0,False,CBD,POST_ACUTE_SEQUELAE_OF_SARS_COV_2
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,1,0.5,1.0,False,CBD,PTSD
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,26,0.5,1.0,False,CBD,TOURETTE_SYNDROME
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,46,0.5,1.0,False,CBD,WOMENS_HEALTHCARE
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,22,0.5,1.0,False,CBD,anxiety
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,88,0.5,1.0,False,CBD,epilepsy
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,23,0.5,1.0,False,CBD,inflammation
298.426,5.6150000000000055,1,2,4,29.46,1,1,0.5,637.3524838650444,0.577583473837673,1,0,28,2.9285714285714284,17,0.5,1.0,False,CBD,psychosis
314.46900000000005,5.735800000000006,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,26,0.5,0.8500000000000001,False,CBN,TOURETTE_SYNDROME
314.46900000000005,5.735800000000006,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,51,0.5,0.55,False,CBN,appetite_stimulation
314.46900000000005,5.735800000000006,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,50,0.5,0.55,False,CBN,insomnia
314.46900000000005,5.735800000000006,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,78,0.5,0.55,False,CBN,pain
276.42,5.424000000000006,2,2,9,40.46,1,0,0.5555555555555556,421.67155328687073,0.4665060444628118,1,0,28,2.9285714285714284,0,0.5,0.35,False,CBG,antibacterial
276.42,5.424000000000006,2,2,9,40.46,1,0,0.5555555555555556,421.67155328687073,0.4665060444628118,1,0,28,2.9285714285714284,0,0.5,0.6499999999999999,False,CBG,glaucoma
276.42,5.424000000000006,2,2,9,40.46,1,0,0.5555555555555556,421.67155328687073,0.4665060444628118,1,0,28,2.9285714285714284,23,0.5,0.35,False,CBG,inflammation
276.42,5.424000000000006,2,2,9,40.46,1,0,0.5555555555555556,421.67155328687073,0.4665060444628118,1,0,28,2.9285714285714284,43,0.5,0.35,False,CBG,neuroprotection
330.51200000000006,6.294800000000007,0,2,4,18.46,0,2,0.7272727272727273,589.0911725909862,0.44495051913169475,1,0,28,2.9285714285714284,23,0.5,0.3,False,CBC,inflammation
330.51200000000006,6.294800000000007,0,2,4,18.46,0,2,0.7272727272727273,589.0911725909862,0.44495051913169475,1,0,28,2.9285714285714284,78,0.5,0.3,False,CBC,pain
330.51200000000006,6.294800000000007,0,2,4,18.46,0,2,0.7272727272727273,589.0911725909862,0.44495051913169475,1,0,28,2.9285714285714284,81,0.5,0.3,False,CBC,depression
330.51200000000006,6.294800000000007,0,2,4,18.46,0,2,0.7272727272727273,589.0911725909862,0.44495051913169475,1,0,28,2.9285714285714284,10,0.5,0.3,False,CBC,neurogenesis
270.3719999999999,4.834800000000004,1,2,2,29.46,1,1,0.4444444444444444,608.0893917433666,0.7794922371420715,1,0,28,2.9285714285714284,88,0.5,0.3,False,CBDV,epilepsy
270.3719999999999,4.834800000000004,1,2,2,29.46,1,1,0.4444444444444444,608.0893917433666,0.7794922371420715,1,0,28,2.9285714285714284,0,0.5,0.3,False,CBDV,autism_spectrum_disorder
270.3719999999999,4.834800000000004,1,2,2,29.46,1,1,0.4444444444444444,608.0893917433666,0.7794922371420715,1,0,28,2.9285714285714284,3,0.5,0.3,False,CBDV,nausea
286.41499999999996,4.955600000000005,1,2,2,29.46,1,2,0.5789473684210527,583.4743043767863,0.7789342369705518,1,0,28,2.9285714285714284,9,0.5,0.35,False,THCV,appetite_suppression
286.41499999999996,4.955600000000005,1,2,2,29.46,1,2,0.5789473684210527,583.4743043767863,0.7789342369705518,1,0,28,2.9285714285714284,47,0.5,0.35,False,THCV,diabetes
286.41499999999996,4.955600000000005,1,2,2,29.46,1,2,0.5789473684210527,583.4743043767863,0.7789342369705518,1,0,28,2.9285714285714284,63,0.5,0.35,False,THCV,obesity
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,3,0.5,0.3,False,dronabinol,nausea
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,51,0.5,0.3,False,dronabinol,appetite_stimulation
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,78,0.5,0.3,False,dronabinol,pain
414.58600000000024,7.032100000000009,2,4,9,66.76,1,2,0.6538461538461539,805.7418896431257,0.25844381683838696,1,0,28,2.9285714285714284,3,0.5,0.3,False,nabilone,nausea
414.58600000000024,7.032100000000009,2,4,9,66.76,1,2,0.6538461538461539,805.7418896431257,0.25844381683838696,1,0,28,2.9285714285714284,78,0.5,0.3,False,nabilone,pain
414.58600000000024,7.032100000000009,2,4,9,66.76,1,2,0.6538461538461539,805.7418896431257,0.25844381683838696,1,0,28,2.9285714285714284,51,0.5,0.3,False,nabilone,appetite_stimulation
276.332,3.4184000000000023,2,3,5,66.76,1,0,0.4375,557.8404543372951,0.8086080782317971,1,0,28,2.9285714285714284,3,0.5,0.3,False,CBDA,nausea
276.332,3.4184000000000023,2,3,5,66.76,1,0,0.4375,557.8404543372951,0.8086080782317971,1,0,28,2.9285714285714284,23,0.5,0.3,False,CBDA,inflammation
276.332,3.4184000000000023,2,3,5,66.76,1,0,0.4375,557.8404543372951,0.8086080782317971,1,0,28,2.9285714285714284,64,0.5,0.3,False,CBDA,seizures
358.47800000000007,5.190600000000006,2,3,5,66.76,1,2,0.5909090909090909,744.7542971064045,0.710852117925647,1,0,28,2.9285714285714284,82,0.5,1.0,False,THCA,ANXIETY
358.47800000000007,5.190600000000006,2,3,5,66.76,1,2,0.5909090909090909,744.7542971064045,0.710852117925647,1,0,28,2.9285714285714284,51,0.5,1.0,False,THCA,ARTHRITIS
358.47800000000007,5.190600000000006,2,3,5,66.76,1,2,0.5909090909090909,744.7542971064045,0.710852117925647,1,0,28,2.9285714285714284,46,0.5,1.0,False,THCA,WOMENS_HEALTHCARE
358.47800000000007,5.190600000000006,2,3,5,66.76,1,2,0.5909090909090909,744.7542971064045,0.710852117925647,1,0,28,2.9285714285714284,65,0.5,1.0,False,THCA,anti-inflammatory
358.47800000000007,5.190600000000006,2,3,5,66.76,1,2,0.5909090909090909,744.7542971064045,0.710852117925647,1,0,28,2.9285714285714284,63,0.5,1.0,False,THCA,anti-proliferative
358.47800000000007,5.190600000000006,2,3,5,66.76,1,2,0.5909090909090909,744.7542971064045,0.710852117925647,1,0,28,2.9285714285714284,43,0.5,1.0,False,THCA,neuroprotection
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,3,0.5,0.3,False,Delta-8-THC,nausea
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,51,0.5,0.3,False,Delta-8-THC,appetite_stimulation
314.46900000000005,5.7358000000000064,1,2,4,29.46,1,2,0.6190476190476191,612.5127389825382,0.5673159936374234,1,0,28,2.9285714285714284,78,0.5,0.3,False,Delta-8-THC,pain
342.4790000000001,5.839100000000005,2,2,7,57.53,1,2,0.5,684.7579020311359,0.48329251526739914,1,1,28,2.9285714285714284,23,0.5,0.3,False,CBDA,inflammation
342.4790000000001,5.839100000000005,2,2,7,57.53,1,2,0.5,684.7579020311359,0.48329251526739914,1,1,28,2.9285714285714284,3,0.5,0.3,False,CBDA,nausea
342.4790000000001,5.839100000000005,2,2,7,57.53,1,2,0.5,684.7579020311359,0.48329251526739914,1,1,28,2.9285714285714284,22,0.5,0.3,False,CBDA,anxiety
342.4790000000001,5.728400000000005,1,2,5,46.53,1,2,0.5909090909090909,699.4690376655386,0.5489762228049289,1,0,28,2.9285714285714284,82,0.5,1.0,False,THCA,ANXIETY
342.4790000000001,5.728400000000005,1,2,5,46.53,1,2,0.5909090909090909,699.4690376655386,0.5489762228049289,1,0,28,2.9285714285714284,51,0.5,1.0,False,THCA,ARTHRITIS
342.4790000000001,5.728400000000005,1,2,5,46.53,1,2,0.5909090909090909,699.4690376655386,0.5489762228049289,1,0,28,2.9285714285714284,46,0.5,1.0,False,THCA,WOMENS_HEALTHCARE
342.4790000000001,5.728400000000005,1,2,5,46.53,1,2,0.5909090909090909,699.4690376655386,0.5489762228049289,1,0,28,2.9285714285714284,5,0.5,1.0,False,THCA,anti-emetic
342.4790000000001,5.728400000000005,1,2,5,46.53,1,2,0.5909090909090909,699.4690376655386,0.5489762228049289,1,0,28,2.9285714285714284,23,0.5,1.0,False,THCA,inflammation
342.4790000000001,5.728400000000005,1,2,5,46.53,1,2,0.5909090909090909,699.4690376655386,0.5489762228049289,1,0,28,2.9285714285714284,43,0.5,1.0,False,THCA,neuroprotection
306.40200000000004,4.488700000000004,3,3,10,77.76,1,0,0.5,506.05377442880524,0.43946552989134813,1,1,28,2.9285714285714284,23,0.5,0.3,False,CBGA,inflammation
306.40200000000004,4.488700000000004,3,3,10,77.76,1,0,0.5,506.05377442880524,0.43946552989134813,1,1,28,2.9285714285714284,97,0.5,0.3,False,CBGA,metabolic_disorders
278.39199999999994,4.1525000000000025,1,2,4,46.53,0,3,0.7058823529411765,445.15146960774376,0.7856402895450573,1,0,28,2.9285714285714284,23,0.5,0.3,False,CBCA,inflammation
278.39199999999994,4.1525000000000025,1,2,4,46.53,0,3,0.7058823529411765,445.15146960774376,0.7856402895450573,1,0,28,2.9285714285714284,12,0.5,0.3,False,CBCA,antimicrobial
378.55600000000015,6.862740000000008,1,2,5,29.46,2,3,0.5384615384615384,859.9918210295581,0.5756925196114324,1,1,28,2.9285714285714284,23,0.5,0.3,False,CBL,inflammation
378.55600000000015,6.862740000000008,1,2,5,29.46,2,3,0.5384615384615384,859.9918210295581,0.5756925196114324,1,1,28,2.9285714285714284,19,0.5,0.3,False,CBL,anticonvulsant
344.4950000000001,5.193000000000007,1,3,4,38.69,1,4,0.7272727272727273,670.0950596988235,0.7636979279408211,1,1,28,2.9285714285714284,0,0.5,0.3,False,CBT,glaucoma
344.4950000000001,5.193000000000007,1,3,4,38.69,1,4,0.7272727272727273,670.0950596988235,0.7636979279408211,1,1,28,2.9285714285714284,23,0.5,0.3,False,CBT,inflammation
328.4960000000001,6.149500000000007,1,2,7,29.46,1,2,0.5454545454545454,612.641084278868,0.4802950746570394,1,1,28,2.9285714285714284,78,0.5,0.3,False,CBDM,pain
328.4960000000001,6.149500000000007,1,2,7,29.46,1,2,0.5454545454545454,612.641084278868,0.4802950746570394,1,1,28,2.9285714285714284,23,0.5,0.3,False,CBDM,inflammation
272.388,4.565500000000004,1,2,1,29.46,1,2,0.5555555555555556,569.0261088182181,0.7590295288874429,1,1,28,2.9285714285714284,66,0.5,0.3,False,CBNO,appetite
272.388,4.565500000000004,1,2,1,29.46,1,2,0.5555555555555556,569.0261088182181,0.7590295288874429,1,1,28,2.9285714285714284,14,0.5,0.3,False,CBNO,sleep
314.425,4.948200000000004,1,2,3,46.53,1,2,0.55,669.70951365604,0.8030780727470244,1,0,28,2.9285714285714284,47,0.5,0.3,False,THCV-A,diabetes
314.425,4.948200000000004,1,2,3,46.53,1,2,0.55,669.70951365604,0.8030780727470244,1,0,28,2.9285714285714284,40,0.5,0.3,False,THCV-A,weight_loss
314.425,5.058900000000004,2,2,5,57.53,1,2,0.45,655.0957867182074,0.746901954698552,1,1,28,2.9285714285714284,88,0.5,0.3,False,CBDV-A,epilepsy
314.425,5.058900000000004,2,2,5,57.53,1,2,0.45,655.0957867182074,0.746901954698552,1,1,28,2.9285714285714284,3,0.5,0.3,False,CBDV-A,nausea
306.40200000000004,4.488700000000004,3,3,10,77.76,1,0,0.5,506.05377442880524,0.43946552989134813,1,1,28,2.9285714285714284,23,0.5,0.3,False,CBG-A,inflammation
306.40200000000004,4.488700000000004,3,3,10,77.76,1,0,0.5,506.05377442880524,0.43946552989134813,1,1,28,2.9285714285714284,0,0.5,0.3,False,CBG-A,antibacterial
314.46900000000005,5.5917000000000066,1,2,4,29.46,1,3,0.6190476190476191,600.1042872870769,0.5794527664426928,1,1,28,2.9285714285714284,3,0.5,0.3,False,Delta8-THC,nausea
314.46900000000005,5.5917000000000066,1,2,4,29.46,1,3,0.6190476190476191,600.1042872870769,0.5794527664426928,1,1,28,2.9285714285714284,66,0.5,0.3,False,Delta8-THC,appetite
314.46900000000005,5.5917000000000066,1,2,4,29.46,1,3,0.6190476190476191,600.1042872870769,0.5794527664426928,1,1,28,2.9285714285714284,22,0.5,0.3,False,Delta8-THC,anxiety
290.44700000000006,5.727000000000006,1,2,10,29.46,1,0,0.5789473684210527,435.4376483897616,0.5577488198128279,1,1,28,2.9285714285714284,23,0.5,0.3,False,CBGM,inflammation
290.44700000000006,5.727000000000006,1,2,10,29.46,1,0,0.5789473684210527,435.4376483897616,0.5577488198128279,1,1,28,2.9285714285714284,78,0.5,0.3,False,CBGM,pain
